county,state,population_2024,age_under5,age_under18,age_65andover,race_white,race_black,race_americanindianoralaskanative,race_asian,race_nativehawaiianorpacificislander,race_hispanicorlatino,owneroccupied_units,medianval_ownerunits,pper_household,language_otherenglish,education_hsorhigher (25+),education_bachelorsorhigher (25+),without_insuranceunder65,income_household (2024 dollars),income_percapita (2024 dollars),population_density (square mile 2020)
stephens county,texas,9475,5,20.1,21.2,91.7,3.7,1.7,1.1,0.1,25.9,78.6,105700,2.5,16.5,83.3,18.2,19.6,54695,30030,10.1
sterling county,texas,1387,7.6,29.7,15,92.8,1.7,2.2,0.3,0.5,36.8,83.3,143200,3.4,25.7,87.9,24.5,16,78750,33497,1.5
stonewall county,texas,1235,5.2,21.4,27.9,90.4,3.6,1.5,1.9,0.1,20.8,85.9,54700,2.5,9.1,84.5,14.1,18,61250,41521,1.4
sutton county,texas,3269,5.3,23.8,20.6,94.7,1.8,1.6,0.7,0,64.6,67,140600,2.7,50.5,80.7,15.5,21.8,75000,30353,2.3
swisher county,texas,6877,5.1,23.7,17.3,85.2,9.2,2.1,0.9,0.1,47.2,66,89200,2.6,29.5,80.3,20.1,23.2,39031,23065,7.8
tarrant county,texas,2230708,6.3,24.7,12.9,69.4,19.5,1,6.9,0.3,31,59.4,294100,2.7,29.4,87.1,34.5,17.6,81905,41364,2439.2
taylor county,texas,148813,6.4,24.1,15.3,83.7,9.5,1,2.5,0.2,25.8,59.8,190300,2.5,16.1,90.6,29,15.8,66406,33332,156.4
terrell county,texas,718,3.8,19.1,32.5,88.9,3.3,4.3,0.8,0,51.3,88.7,152200,1.9,38,94,32.3,11.9,46989,35603,0.3
terry county,texas,11602,7.8,28.7,15.2,91.8,4.4,1.3,0.7,0.1,58.1,64.8,111200,2.6,38.2,77.7,11,24.5,45905,24987,13.3
throckmorton county,texas,1532,6.3,24.6,25.3,95.3,1.3,1.1,1.1,0,12.5,73.2,84200,2.3,6.1,92.7,25,19.4,58864,33147,1.6
titus county,texas,31547,6.9,27.2,15.7,83.9,10.2,2.3,1.5,0.2,46.1,69,157900,2.8,38.3,77.1,15.4,23.9,59220,26514,77.0
tom green county,texas,120103,6,23.2,17.9,90.1,4.4,1.2,1.7,0.2,41.7,66.8,186700,2.5,23.6,87.2,25.1,18,66254,34888,78.8
travis county,texas,1363767,5.6,19.6,11.7,76.4,9.6,1.3,9.5,0.1,32.8,53,487600,2.3,29.2,91.5,55.5,13.1,97169,59289,1297.9
trinity county,texas,14489,4.6,19.1,27.5,87,9,1.1,0.7,0.1,12.2,77.6,110100,2.3,9.2,89,15.9,18.3,51663,31706,19.6
tyler county,texas,20560,4.7,18.9,22.9,84.6,11.7,1,0.7,0.1,9.1,78.8,138400,2.5,6.7,83.1,12,18.7,50647,32501,21.4
upshur county,texas,44050,6,23.6,19.4,86.7,8.5,1.3,0.9,0.1,11.1,79.3,171200,2.7,4.9,86.8,17.5,15.7,62794,32748,70.1
upton county,texas,3128,6.2,26.6,17.6,89.2,4.7,3.3,0.8,0,55.1,75.2,106300,2.4,41.3,81.5,8.8,18.1,52321,30320,2.7
uvalde county,texas,25138,7.9,26.7,16.4,94.1,1.8,1.4,1.2,0.1,71.6,66.5,144400,2.9,48.7,78.3,20.2,23,57849,26437,15.8
val verde county,texas,47999,7.8,27.6,13.5,93.9,2.6,1.1,0.9,0.2,81.6,66.9,151500,2.7,63,75.1,21.3,19,59673,27114,15.1
van zandt county,texas,65304,5.5,22.8,20.8,92.9,3.3,1,0.7,0.1,14.7,80.9,199500,2.7,8.7,87.3,18.2,21.3,68274,34078,70.7
victoria county,texas,91949,6.6,24.9,17.9,89,6.5,0.9,1.4,0.1,49.1,67.6,197600,2.6,24.2,85.1,19.7,18.4,70101,33305,103.5
walker county,texas,83722,4,14.6,14.5,73.2,22.7,0.9,1.2,0.1,22,57.1,207900,2.5,18.4,84.8,21.4,18.6,49862,24983,97.4
waller county,texas,65109,6.1,23.8,12,68.9,24.8,1.4,2.8,0.1,34.5,70.5,292000,3,26.5,83.9,26.6,20.3,76135,33960,110.6
ward county,texas,11038,8.1,29.2,13.7,89.2,5.4,1.7,1.2,0.1,57.7,78.4,138800,2.6,37.2,81,10.7,20.2,71719,35376,13.9
washington county,texas,37810,4.9,20.6,24.1,79.7,16.1,0.7,1.7,0.1,19.2,73.1,270100,2.2,13.6,90.4,31,17.7,75085,41902,59.3
webb county,texas,272823,8,30.5,10.8,97.3,0.9,0.6,0.7,0.1,94.8,63.9,178900,3.3,88.1,69.8,20.9,28.7,62506,24408,79.5
wharton county,texas,42035,6.7,25.1,18.7,83.3,13.8,0.9,0.8,0.1,43,70.6,182700,2.7,25.3,83.9,19.2,20.9,66100,32579,38.3
wheeler county,texas,4824,5,24.3,21.3,91.1,3.3,2.1,1,0,26.2,78.5,97600,2.6,18.2,87.6,19.5,25.3,67964,30869,5.5
wichita county,texas,129984,6,22.6,16.1,81,11.5,1.5,2.4,0.2,21.3,61.5,141600,2.4,12.6,88,24.8,16.8,62168,32762,206.1
wilbarger county,texas,12455,5.8,20.5,19.7,82.6,8.8,1.8,3.5,0.1,31.1,62.6,98800,2.5,18.9,81.3,17.4,20.2,51626,28997,13.3
willacy county,texas,20027,5.5,23,14.9,94.6,3,0.7,0.9,0.1,87.6,72.4,60800,3.3,61,67.7,12.2,21.6,45645,22607,34.1
williamson county,texas,727480,6,23.3,13.2,74.4,8.3,0.9,13,0.2,25.2,67.1,414600,2.7,24.3,94.2,47.4,11.4,108309,51260,545.8
wilson county,texas,55415,5.3,23.1,17.8,93.5,2.4,1.1,1.1,0.1,40.9,85.7,286300,2.9,22.8,89.6,26.3,13.2,92461,41249,61.9
winkler county,texas,7381,7.5,28,13,90.2,4,2.4,1.9,0.1,63.9,86.5,121200,2.7,48.5,73.8,10,19.2,91898,34666,9.3
wise county,texas,81275,6,24.4,15.9,92.9,2.5,1.2,0.9,0.1,22.2,82.5,277200,2.9,16.4,86.6,20.6,17.9,89897,37908,75.9
wood county,texas,48742,4.5,18.3,27.8,91.8,4.4,1.1,0.8,0.1,12.3,79.9,195100,2.4,8,86.7,22.3,20.6,62524,35322,69.5
yoakum county,texas,7581,9.3,33.5,12.2,93.4,1.7,2.2,0.7,0,66.3,75.4,183000,2.9,53.3,75.7,14.2,25,82261,35856,9.6
young county,texas,18236,6,23.5,21,93.8,1.9,1.4,0.8,0.1,21.3,72.7,165300,2.3,14.5,89.4,23.6,20.7,63723,36613,19.5
zapata county,texas,13819,6.4,30.5,13.7,97.3,1,0.5,0.8,0.1,93.8,74.6,88800,3,84.9,64.1,13.3,26.1,36527,19131,13.9
zavala county,texas,9209,7.8,28.9,15.2,95.2,1.8,1.4,0.4,0.2,92.6,71,88100,2.8,72.2,73.4,9.6,17.6,41887,20605,7.5
wilson county,tennessee,"169,948",5.9,23.2,16.3,85.3,8.2,0.6,3.3,0.1,7.5,77,428000,2.66,8.1,93.4,37.8,8.3,95839,46888,258.8
williamson county,tennessee,"269,136",4.9,24.8,15.9,87.3,4.2,0.3,6.1,0.1,6.3,78.8,751900,2.81,9.8,96.3,62.7,5.7,135594,66219,425.0
white county,tennessee,"29,108",5.3,21.3,20.9,95,1.9,0.5,0.6,0.1,3.7,76.9,207200,2.48,2.8,84.3,15.1,12.9,52188,29308,72.6
weakley county,tennessee,"33,162",5,19,18.8,86.8,8.5,0.6,1.9,0.1,3.3,66.3,151200,2.3,4.1,87.2,22.7,9.9,51880,28035,56.7
wayne county,tennessee,"15,974",4.3,16.4,20.7,91.1,6.5,0.6,0.3,0,3,80.2,130700,2.41,3.7,84,13.8,13.9,52294,27272,22.1
washington county,tennessee,"139,642",4.5,18.2,19.7,90.8,4.4,0.5,1.8,0.1,5.2,64.5,249000,2.32,4.7,91.2,34.3,11.1,62809,36806,407.4
warren county,tennessee,"43,619",6.3,23,18.2,91.8,4.1,0.6,1.2,0.1,10.3,72.4,192900,2.56,7.3,86.3,14.1,13.7,55487,29524,94.7
van buren county,tennessee,"6,686",5.2,20,24.6,96.2,1.1,0.6,0.4,0,2.8,86.4,159200,2.47,6.7,86.3,13.7,13.1,54931,27757,22.6
union county,tennessee,"21,064",5,20.5,20,96.7,0.8,0.6,0.3,0.1,2.7,80.2,204000,2.56,2,85.9,14.2,12.8,62727,29443,88.6
unicoi county,tennessee,"17,872",4.3,17.7,24.4,96.4,0.8,0.8,0.5,0,7.2,72.9,189600,2.22,5.1,86.8,21.3,10,52218,30307,96.4
trousdale county,tennessee,"12,159",5.1,19.2,14,85.8,10.8,0.6,0.5,0,4.8,74.5,337600,2.55,6,86,14.3,10.7,72747,29345,101.6
tipton county,tennessee,"62,187",5.6,23.2,16.3,77.3,18.7,0.6,0.9,0.1,3.4,76.3,240600,2.69,2.8,89.8,20.7,9.6,74127,34731,133.8
sumner county,tennessee,"211,721",5.7,22.6,17.3,86.2,8.9,0.5,1.9,0.1,7.9,72,393100,2.58,7.1,92.3,33.6,8.7,90301,44761,370.7
sullivan county,tennessee,"162,703",4.7,18.8,22.7,94,2.6,0.5,1,0.1,3,72.1,213300,2.3,2.6,89.9,26.8,9.9,58807,35877,382.6
stewart county,tennessee,"14,365",4.8,20.4,21.2,93.5,2,0.8,1,0.1,3.4,81.1,204700,2.61,3.7,89.4,17.6,11.1,63114,31960,29.7
smith county,tennessee,"20,783",5.5,22.3,17.8,93.7,2.7,0.6,0.7,0,3.6,76.9,243800,2.55,3.4,88,18.5,11.4,66293,33386,63.3
shelby county,tennessee,"910,530",6.7,25.3,15.7,40.4,53.8,0.5,3.3,0.1,9.5,54.1,249100,2.49,11.2,89.9,34.3,12.6,63767,39083,1222.5
sevier county,tennessee,"100,184",5.4,20.7,21.3,93.6,1.9,1,1.5,0.1,11,70.7,299000,2.45,10.1,88.6,21.8,15.2,62581,34476,166.0
sequatchie county,tennessee,"17,620",5.2,19.6,22.6,95.6,1.3,0.6,0.6,0.1,6,78,232600,2.67,3.7,83.2,20.6,13.8,58750,28059,59.5
scott county,tennessee,"22,517",6.1,22.9,17.8,97.4,0.5,0.5,0.4,0,1.4,71.6,124900,2.49,0.4,81.2,12.9,13.3,44711,24452,41.0
rutherford county,tennessee,"376,996",6.2,24.3,11.8,74.5,17.1,0.7,4.2,0.2,13.3,64.8,382600,2.75,16.1,92.4,35.8,10.2,85470,39158,551.4
robertson county,tennessee,"78,459",6.4,23.8,15.4,87.6,8.1,0.9,1,0.1,10.8,77.6,335000,2.65,9,90.3,22.4,10.2,83047,38646,152.8
roane county,tennessee,"56,742",4.5,18.7,24.1,93.6,3,0.5,0.8,0.1,2.9,78.1,232900,2.4,2.1,89.7,22.1,8.8,71885,39403,148.0
rhea county,tennessee,"34,759",5.7,21.3,20.1,93.9,2.2,0.7,0.7,0.1,6.7,71.5,206000,2.47,4.7,83.3,18.6,11.3,55033,30273,104.2
putnam county,tennessee,"84,894",5.4,20.8,17,92.4,2.6,1.1,1.6,0.2,9,61.2,282500,2.35,7.9,89,29.8,12,58912,31985,199.1
polk county,tennessee,"18,338",4.5,18.4,21.3,96.1,1.1,0.7,0.5,0.1,2.6,83.6,169900,2.38,2.4,86.5,16.6,13.2,62522,35592,40.4
pickett county,tennessee,"5,108",4.2,16.7,28.9,97.4,0.5,0.5,0.3,0.1,2.3,83.4,178500,2.31,4.7,85.5,18.9,13.7,49030,28930,30.7
perry county,tennessee,"8,987",5.9,22.2,22.2,92.8,2.8,0.7,1.2,0,2.6,73.8,126900,2.37,2.7,88.4,14.2,12.6,55972,29109,20.2
overton county,tennessee,"23,551",5,20.3,21.2,96.4,1,0.6,0.4,0,2.8,76.9,173200,2.52,2,82.8,15,12.6,48959,31070,51.9
obion county,tennessee,"30,261",5.5,21.6,21.8,85.8,10.7,0.4,0.5,0.1,6.1,68.1,133600,2.41,4.7,85.3,18.3,12.1,54613,30429,56.5
morgan county,tennessee,"21,954",4.3,19.1,19.1,93.4,3.9,0.5,0.3,0.1,2.2,84.9,166300,2.68,5.9,85.5,13.6,14.3,65954,32330,40.3
moore county,tennessee,"6,773",4.7,19.1,23.3,93.4,2.5,0.5,1.6,0,2.3,82.5,285300,2.4,0.9,91,24.1,9.9,66469,35949,50.0
montgomery county,tennessee,"246,025",7.5,26.3,10.5,68.2,22.9,0.8,2.5,0.4,12.2,61.9,280200,2.62,10.2,94.4,31.1,10,75613,34949,408.2
monroe county,tennessee,"49,154",5.2,20.1,23,94.4,2.2,0.7,0.6,0.1,5.2,72.2,227500,2.39,5.4,85.6,17.1,12.3,56895,29835,72.7
meigs county,tennessee,"13,937",5,20.4,21.5,94.3,2.5,1,0.4,0.1,2.6,81,180000,2.52,1.6,85.3,13.5,11.5,61375,31614,65.4
mcnairy county,tennessee,"26,103",5.5,21.5,20.7,90.7,5.9,0.6,0.5,0,2.6,79.7,161800,2.58,1.5,88.4,13,11.8,53473,27905,46.0
mcminn county,tennessee,"56,754",5.7,21.2,20.9,91.9,4,0.6,0.8,0,5,75.8,211800,2.53,4,87.2,18.6,11.2,61470,32494,123.9
maury county,tennessee,"113,411",6.1,22.6,18,83.8,11,0.6,1.6,0.1,8.6,70.9,355700,2.52,6.2,93.3,28,9.2,76130,38025,164.7
marshall county,tennessee,"37,847",6.1,23.3,16.9,89.8,6.2,0.6,0.8,0.1,7.5,76.8,279800,2.62,7.8,90.8,23.1,11.7,71049,37448,91.4
marion county,tennessee,"29,826",5.4,20.3,21.8,92.5,4.1,0.6,0.8,0,2.9,78.5,195200,2.45,1.7,83.2,17.1,12.8,61824,32016,57.9
madison county,tennessee,"100,409",6,22.3,18.7,57.8,38.3,0.4,1.3,0,5.7,62,211800,2.37,5.6,90.5,26.6,11.2,60042,33572,177.4
macon county,tennessee,"27,189",6.3,24.9,16,94.5,1.6,1.1,0.9,0.1,7.4,73.6,225700,2.76,4.1,82.8,12.5,15.1,59177,28670,82.1
loudon county,tennessee,"62,129",4.8,18.7,28.3,94.8,1.7,0.7,1.1,0.2,11.1,80.3,348000,2.42,8.8,89.6,29.4,11.2,84185,44316,239.4
lincoln county,tennessee,"36,751",5.9,22.2,20.8,88.3,7.2,0.9,0.8,0.2,4.7,75.8,229700,2.39,2.9,87.7,20.6,11.6,64667,35371,61.9
lewis county,tennessee,"13,418",5.6,22,21.4,94,2.3,0.6,1,0.1,3.7,81.9,173400,2.36,0.5,86.8,10.3,12.7,56285,35518,44.6
lawrence county,tennessee,"46,467",6.3,25,17.8,94.8,2,0.5,0.5,0.1,3.1,77.6,194400,2.64,5.1,86.5,15.2,12.1,54706,28990,71.6
lauderdale county,tennessee,"24,630",5.7,21.5,17.5,61.1,35.6,0.9,0.6,0,3.1,64.4,143200,2.43,3,83.6,12,11.3,49879,26653,53.3
lake county,tennessee,"6,422",4.9,15.7,17.5,68.9,27.3,0.8,0.4,0,3.3,47.8,97900,2.15,3.8,73,9.4,12.7,28814,16062,42.3
knox county,tennessee,"506,748",5.4,20.7,16.7,85.2,8.7,0.4,2.8,0.2,6.8,65.2,320900,2.39,8.7,92.4,41,10.6,74222,43351,942.2
johnson county,tennessee,"18,506",4.3,16.5,24,94.9,2.7,0.5,0.4,0.1,3.7,77.5,178600,2.27,4.9,82.1,17.5,14.8,53129,28841,60.1
jefferson county,tennessee,"59,217",4.5,18.8,21.3,94.8,2.1,0.5,0.8,0.1,4.9,75.8,229300,2.53,3.7,89,20.8,10.3,66114,37086,198.8
jackson county,tennessee,"12,376",4.8,18.3,24.4,95.9,1,0.8,0.3,0,3.4,81.1,155500,2.47,2.1,84.3,15,14,47951,30172,37.6
humphreys county,tennessee,"19,554",4.8,20.1,21.2,93,3.2,0.8,0.8,0.1,3.2,78.3,193400,2.6,2.6,87.4,15.7,12.3,60616,31596,35.8
houston county,tennessee,"8,538",4.9,21,21.1,92.6,3.5,0.5,0.7,0.1,3.8,81,172700,2.44,1.4,89.2,13.6,11.6,59576,31793,41.4
hickman county,tennessee,"25,859",5.6,21,18.4,91.9,4.7,0.8,0.5,0.1,4,79.2,224100,2.54,3.1,86.5,13.9,12.6,68247,32417,40.7
henry county,tennessee,"32,883",4.6,19.6,24.4,89.2,7.1,0.5,0.7,0,3.3,73.5,160200,2.38,3.4,89.2,19.1,10.8,50613,30246,57.3
henderson county,tennessee,"28,183",5.6,22.4,19.6,88.2,8,0.5,0.5,0,3.3,73.2,164800,2.53,1.4,88.6,16.1,11.6,55136,28236,53.5
haywood county,tennessee,"17,097",5.3,21.4,22.5,46.9,50.3,0.5,0.4,0,5.1,60.7,152400,2.41,3.3,83.2,14.5,11.6,50472,28041,33.5
hawkins county,tennessee,"59,371",4.6,18.7,22.3,95.7,1.6,0.4,0.6,0.1,2.5,80.1,176300,2.44,1.9,87.4,16.2,11,56936,30267,116.5
hardin county,tennessee,"27,617",5,19.7,24.6,93.4,3.5,0.6,0.7,0.1,2.7,78,160400,2.44,2.5,83.2,15.1,12.7,49956,28881,46.5
hardeman county,tennessee,"25,434",5.2,19.6,18.9,55.2,41.6,0.4,0.8,0.1,2.5,71.7,121700,2.39,2.7,82.9,12.2,11.4,46069,23153,38.1
hancock county,tennessee,"7,038",4.9,21,22.9,96.4,0.8,0.5,0.4,0,1.4,74.6,134500,2.38,1.9,77.6,10.8,11,34960,24337,30.0
hamilton county,tennessee,"386,256",5.8,21,19,76.4,17.9,0.7,2.5,0.2,8.8,63.9,312800,2.38,9.5,91.5,37.5,10.7,76183,45341,675.5
hamblen county,tennessee,"67,715",6.2,23.8,17.6,90.3,4.5,1.1,1.3,0.5,15.8,69.8,210900,2.49,14.1,88.4,20,13.1,55454,30437,400.1
grundy county,tennessee,"14,148",6.4,21.8,20.7,95.3,1.4,0.7,0.8,0,2.3,83.7,154000,2.64,1.4,82.7,14.3,12.9,47593,25175,37.5
greene county,tennessee,"73,398",4.4,18.5,22.5,94.7,2.5,0.4,0.6,0.1,4.1,77.1,207500,2.46,3.8,88.1,18.7,11.8,56194,31898,112.8
grainger county,tennessee,"25,073",4.9,18.7,22.6,96.3,1.3,0.6,0.4,0.1,3.9,77.1,189200,2.49,2.4,85.9,15.9,11.7,50538,29350,83.8
giles county,tennessee,"30,971",5.2,20.5,21.8,86.5,9.6,0.6,0.6,0.1,3.2,73.3,234300,2.48,2.8,87.9,20.1,10.9,62307,35909,49.7
gibson county,tennessee,"51,422",5.9,24,18,78.9,17.8,0.4,0.6,0,3.8,68.8,156900,2.45,3.4,89.1,20.5,10.6,62755,31270,83.7
franklin county,tennessee,"45,137",5,19.2,21.2,90.9,5,0.6,1.1,0.1,4.1,77.4,236900,2.38,4.1,91.8,23.9,9.3,63494,34060,77.1
fentress county,tennessee,"20,129",4.9,20.2,23.8,96.7,0.7,0.5,0.6,0.1,2.4,82.6,168200,2.44,1.4,82.2,14.6,13,51149,24226,37.1
fayette county,tennessee,"44,476",4.8,17.5,24.3,69.2,27.9,0.5,1,0.1,4.2,81.4,340800,2.49,4.3,91.7,27.3,9,88456,43490,59.6
dyer county,tennessee,"36,403",6.1,23.7,18.3,80.5,15.7,0.5,0.7,0,4.2,61.9,166400,2.43,2.4,89.3,21.1,10,58154,37772,71.8
dickson county,tennessee,"57,641",5.9,22.1,17.6,92.1,4.1,0.6,0.7,0.1,5.4,80.3,306400,2.54,3.4,89.4,22,9.5,75003,39457,110.9
decatur county,tennessee,"11,800",5,20.1,23.9,93.6,3,0.6,1.1,0.1,4,74.3,139600,2.49,3.5,84.1,14,12.2,45375,26884,34.2
dekalb county,tennessee,"21,747",6.2,21.6,19,93.4,2.4,0.6,1.4,0.1,8.2,72.6,235500,2.39,5.4,84.5,20.8,13.5,53153,30133,66.0
davidson county,tennessee,"729,505",6.5,20.5,13.4,66.3,25.9,0.8,4,0.1,14.4,52.8,417400,2.14,19.2,90.9,48.4,12.3,77853,50640,1421.3
cumberland county,tennessee,"65,618",4.2,16.6,33.1,96.1,1,0.5,0.8,0.2,3.9,80.2,250500,2.23,3.4,91.1,19.1,11.5,60375,33918,89.7
crockett county,tennessee,"13,973",5.9,23,19.2,81,14.7,0.9,0.5,0.1,11.7,71.6,158900,2.49,9.4,88.3,16.6,12.7,62165,32864,52.4
coffee county,tennessee,"61,285",6.1,23.7,18,90.9,4.2,0.6,1.4,0.1,7.1,69,246800,2.56,5.5,88.3,21.4,11.7,61505,30787,135.0
cocke county,tennessee,"37,596",5,20.1,22.3,94.2,2.2,0.7,0.6,0.1,3.5,74.5,158100,2.35,2.2,84.9,11,11.9,48016,28260,82.5
clay county,tennessee,"7,857",4.8,19.6,25.5,95.7,1.7,0.6,0.3,0.1,3.1,74.4,136400,2.17,1.6,84.8,11.5,13.6,39972,24731,32.0
claiborne county,tennessee,"33,070",4.9,18.9,20.8,95.5,1.4,0.5,1,0,1.9,72.2,159900,2.27,1.7,83.8,18.2,11.3,49379,29547,73.7
chester county,tennessee,"17,876",5.6,21.7,17.8,87.2,9.1,0.7,0.8,0,3.8,75.4,164400,2.55,3,88.3,22,11,59341,28454,60.7
cheatham county,tennessee,"42,604",5.3,20.9,17.1,93.1,3.5,0.6,0.7,0.1,5.1,81.5,338700,2.55,4.7,89.9,26.6,11.5,89852,42536,135.8
carter county,tennessee,"57,434",4.3,17.2,23.3,94.8,2.2,0.5,0.6,0,2.8,75.2,168200,2.26,2.4,89.5,20.6,11.7,50135,30064,165.1
carroll county,tennessee,"29,107",5.5,21.9,20.3,86.3,10,0.6,0.5,0.1,3.5,74.5,142400,2.38,2,89.2,18.1,9.4,51787,27343,47.6
cannon county,tennessee,"15,142",5.9,21.6,19.1,94.3,2.3,0.6,0.6,0.1,3.6,78.4,252000,2.54,1.8,86,16.8,12.1,59443,30960,54.6
campbell county,tennessee,"40,238",5.4,20.4,20.8,96.9,0.7,0.4,0.5,0.1,1.9,69.2,186500,2.28,1.1,83.5,12.7,11.4,51557,29300,81.8
bradley county,tennessee,"113,782",5.5,21.6,18.1,89.5,5.5,0.9,1.5,0.2,9,67.3,261900,2.54,9.1,88.7,24.4,11.4,66552,33571,330.4
blount county,tennessee,"142,211",4.8,19.6,21.7,93.3,3.1,0.6,1,0.1,5.1,77,320500,2.48,3.7,91.2,28.6,9.6,77365,41373,242.1
bledsoe county,tennessee,"15,591",3.9,14.8,21.8,90.8,6.2,0.8,0.4,0,3.8,82.5,189400,2.85,3.1,80.3,12.4,18.5,54720,25573,36.7
benton county,tennessee,"16,173",4.7,19.8,25,93.8,2.5,0.8,0.7,0,3.1,75.1,153600,2.22,2.5,88.5,12.8,13.2,51746,30044,40.2
bedford county,tennessee,"54,228",6.6,25,15.1,85.8,8.6,1.7,1.3,0.2,16.9,71.9,281200,2.64,14.1,85.3,17.2,13.6,67225,32163,106.1
anderson county,tennessee,"81,449",5.3,21,20.3,90.8,4.2,0.5,1.7,0.1,4.6,71.7,239400,2.38,5,91.3,27.5,9,66183,37400,228.7
aurora county,south dakota,2752,7.3,25.1,20.6,93.1,1.1,3.1,0.8,0.2,8.5,76.4,129000,2.4,6.2,91.1,18.7,12.2,74130,43275,3.9
beadle county,south dakota,19459,7.7,28.6,18.4,80.1,2,2.6,11.7,1.4,15.9,70.2,178400,2.5,18,85.1,26.4,13.1,63082,31506,15.2
bennett county,south dakota,3289,8.1,30.6,14.4,32.3,0.7,59.7,1.2,0.1,3.7,57.7,138600,3.2,11.7,86.9,20.3,13,44569,21005,2.9
bon homme county,south dakota,7071,5.5,19.5,21.7,88.1,1.5,8.3,0.4,0,2.6,78.4,120300,2.3,6.1,89.8,20.1,9.4,61275,28003,12.4
brookings county,south dakota,36359,5.3,20.5,14.3,90.9,2,1.6,3.4,0.1,5,58.9,246300,2.4,8.1,96.7,44,8.5,67341,34769,43.4
brown county,south dakota,37495,5.3,23,19.3,88.5,1.8,3.9,2.9,0.4,5.2,65.7,212900,2.3,6.2,93.7,33.2,9.6,70239,39599,22.4
brule county,south dakota,5261,6.1,24.2,22.7,82.9,0.6,11.6,0.7,0.1,2.6,72.5,205500,2.5,4,90.1,30.2,13.7,74043,36063,6.4
buffalo county,south dakota,1825,8.7,35.8,10.8,15.7,1.1,79,0.2,0.1,2.7,52.6,108000,3.5,1.6,85.6,7,10.6,47000,17408,4.1
butte county,south dakota,10891,6.2,24.3,21.7,92.7,0.7,2.6,0.5,0.1,4.3,80.5,207700,2.5,1.9,88.3,19.4,14.6,67692,36097,4.6
campbell county,south dakota,1342,6.9,20,33.3,95.4,0.4,2,0.4,0,5,78.1,87900,2.1,5.7,91.5,29.5,10.1,65000,42435,1.9
charles mix county,south dakota,9343,8.4,30.5,19.9,64.5,0.6,30.9,0.4,0.1,3.5,73.9,169200,3,6.8,89.6,25.1,13.4,64850,29095,8.5
clark county,south dakota,3974,8.9,29.5,23.3,95.1,1.8,1.7,0.3,0,6.7,82.3,141900,2.8,7.4,90,16.2,12.4,62885,34133,4.0
clay county,south dakota,15245,4.2,17.1,13,88.5,1.9,4.3,2.8,0,3.5,51.8,221800,2.3,5.6,93.9,46,12.2,58794,29412,36.3
codington county,south dakota,29278,5.5,22.4,20.8,92.8,0.8,3.2,0.9,0,4,67.4,218000,2.3,3.1,92.4,20.9,9.7,65080,37308,41.2
corson county,south dakota,3747,10.5,35,13.6,31.2,0.8,63.5,0.6,0.1,1.9,60.5,73800,3.5,12.7,86.8,19.2,12.6,43750,20743,1.6
custer county,south dakota,9330,3.9,14.1,35.6,92.1,1,3.3,1.2,0,3.5,85.6,327200,2.1,4.3,95,32.1,11.3,81958,50278,5.3
davison county,south dakota,19907,5.8,22.8,21.5,91.4,1.3,4,1,0.1,5.6,63,190000,2.2,3.4,91.8,25,10.9,61401,36524,45.8
day county,south dakota,5408,5,21.7,27.4,85.7,0.6,9.6,0.9,0,3,75.8,155100,2.3,2,91.8,21.3,12.5,62270,37817,5.3
deuel county,south dakota,4335,6.8,24.7,22.7,96.4,0.9,0.9,0.3,0,3,80.6,180100,2.4,4.9,93.6,24.1,9.7,79556,37556,6.9
dewey county,south dakota,5322,13.5,41,9.6,24.1,0.8,68.6,0.5,0,3.2,61.5,75400,3.1,7.8,86.9,17.3,13.1,57928,21940,2.3
douglas county,south dakota,2849,7.9,27.4,25.1,94,0.7,3.1,0.2,0,3.9,77.7,125000,2.4,2.5,91.7,22.9,11.7,78125,37172,6.6
edmunds county,south dakota,4027,6.1,22,25.1,96.6,0.4,1.2,0.7,0,2.2,80.9,163600,2.5,4.9,94.5,29.5,11.3,77266,43546,3.5
fall river county,south dakota,7359,3.4,15.8,32.4,87.2,1.3,6,1.9,0.1,3.8,75.3,176300,2,3.4,91.5,22.2,12.6,61056,36268,4.0
faulk county,south dakota,2136,9.2,27.4,22.5,97.5,0.5,1,0.4,0,2.7,81.9,124100,2.3,5.1,92.9,18.3,10.9,58000,36556,2.2
grant county,south dakota,7618,6.4,22.7,24.9,95,0.9,2.2,0.6,0.1,8.7,81.6,179400,2.4,10.4,92.1,25.5,11.6,73818,38497,11.1
gregory county,south dakota,4110,6,24.3,27.1,87.8,0.4,7.7,0.5,0.1,2.3,78.3,129000,2.4,1.5,91.4,20.9,14.7,52432,32510,3.9
haakon county,south dakota,1834,6.9,24.2,29.6,92.8,0.3,2.8,0.3,0.1,1.4,82,153200,2.5,1.3,96.9,19.5,11.5,59231,35643,1.0
hamlin county,south dakota,6596,10.5,33,14.8,95.9,0.7,1.1,0.4,0.1,6.9,81.5,207700,2.8,6.1,92.6,24.4,10.3,83194,35757,12.2
hand county,south dakota,3097,5.7,23.2,25.7,96.6,0.5,0.7,0.9,0,2.5,64.2,152100,2.2,3.8,95.4,26.2,10.2,72054,43377,2.2
hanson county,south dakota,3477,7.2,27.4,17.1,95.7,0.7,0.9,0.5,0,1.9,88.6,192400,3,5.8,92.3,21.5,10.5,86375,36246,8.0
